200|Varanasi|India|925000|50|50|50|50|67|0|0|0|0|0|75|179|185|211|345|925|82.9563|25.2820|Varanasi
201|Doha|Qatar|310000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|310|51.4972|25.2036|Doha
202|Kunming|China|1280000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|400|1280|102.7021|25.0510|Kunming
203|Taipei|Taiwan|6130000|0|0|0|0|0|0|0|0|0|0|0|0|0|80|450|6130|121.5067|25.0351|Taipei
204|Taichung|Taiwan|715107|0|0|0|0|0|0|0|0|0|0|0|0|0|0|229|715|120.6703|24.1436|Taichung
205|Dhaka|Bangladesh|3430312|0|0|0|0|0|0|0|0|0|0|150|106|60|90|405|3430|90.4071|23.7099|Dhaka
206|Guangzhou|China|3050000|40|0|50|40|55|110|150|150|150|180|200|800|875|585|1495|3050|113.2936|23.0962|Guangzhou
207|Ahmedabad|India|2400000|0|0|0|0|0|0|0|0|100|190|380|89|96|181|758|2400|72.5669|23.0398|Ahmedabad
208|Khulna|Bangladesh|648359|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|648|89.5582|22.8426|Khulna
209|Kolkata|India|11100000|0|0|0|0|0|0|0|0|0|0|0|162|413|1085|4800|11100|88.3342|22.5435|Kolkata
210|Tampico|Mexico|435000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|435|-97.8426|22.2432|Tampico
211|Mandalay|Burma|532895|0|0|0|0|0|0|0|50|0|0|0|0|0|184|0|533|96.0842|21.9759|Mandalay
212|Mecca|Saudi Arabia|550000|0|0|80|0|40|0|0|0|0|0|0|0|0|0|0|550|39.8148|21.4274|Mecca
213|Nagpur|India|1302066|0|0|0|0|0|0|0|0|0|0|0|74|111|126|432|1302|79.0891|21.1558|Nagpur
214|Hanoi|Vietnam|1500000|0|0|0|0|0|0|0|50|0|0|0|60|75|72|260|1500|105.8199|21.0319|Hanoi
215|Haiphong|Vietnam|385210|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|385|106.6798|20.8614|Haiphong
