time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-01T03:55:23.218Z,37.7846,-114.3163,1.4,1.5,ml,13,70.35,0.214,0.1899,nn,nn00688873,2019-07-01T07:07:22.268Z,"20km SE of Pioche, Nevada",earthquake,,2.3,0.35,7,reviewed,nn,nn
2019-07-01T03:34:13.001Z,61.3474,-151.5898,71.1,1.7,ml,,,,0.81,ak,ak0198d1ss1g,2019-07-01T03:38:10.152Z,"75km NNW of Nikiski, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-07-01T03:24:29.188Z,54.9676,164.4278,10,5,mb,,114,3.926,0.68,us,us700047vf,2019-07-01T03:43:47.040Z,"103km WSW of Nikol'skoye, Russia",earthquake,9.9,1.8,0.026,458,reviewed,us,us
2019-07-01T03:03:20.500Z,35.94233333,-97.6965,5.87,1.58,ml,59,45,0.1619682163,0.23,ok,ok2019msyc,2019-07-05T15:33:05.762Z,"9km W of Crescent, Oklahoma",earthquake,,0.5,0.29,8,reviewed,ok,ok
2019-07-01T02:58:40.915Z,60.8491,-141.0026,18,1.9,ml,,,,1.16,ak,ak0198d1cjxo,2019-07-01T16:18:49.092Z,"117km NE of Cape Yakataga, Alaska",ice quake,,0.5,,,automatic,ak,ak
2019-07-01T02:51:57.730Z,36.4985,-121.0756667,5.01,1.97,md,34,82,0.04543,0.08,nc,nc73204196,2019-07-03T01:38:02.938Z,"7km ESE of Pinnacles, CA",earthquake,0.18,0.55,0.276,32,reviewed,nc,nc
2019-07-01T02:51:01.567Z,69.5779,-144.2006,0.1,2.9,ml,,,,0.73,ak,ak0198d1ayq2,2019-07-03T04:38:51.040Z,"65km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-07-01T02:46:13.060Z,52.6444,160.6723,31.81,4.5,mb,,89,1.284,0.93,us,us700047v9,2019-07-01T03:15:07.040Z,"143km ESE of Petropavlovsk-Kamchatskiy, Russia",earthquake,9.4,5.1,0.076,51,reviewed,us,us
2019-07-01T01:36:03.985Z,59.2708,-153.2258,95.2,2.2,ml,,,,0.55,ak,ak0198d0mbk5,2019-07-01T03:12:53.589Z,"96km SW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-07-01T01:21:19.680Z,19.443,-65.4808,66,3.52,md,13,325,1.2842,0.29,pr,pr2019182001,2019-07-03T03:42:23.040Z,"114km NNE of Vieques, Puerto Rico",earthquake,2.97,8.26,0.34,10,reviewed,pr,pr
2019-07-01T01:14:03.775Z,39.3213,71.6055,10,5,mb,,64,0.223,0.72,us,us700047un,2019-07-01T01:40:33.040Z,"11km NE of Karakenja, Tajikistan",earthquake,6.7,1.8,0.034,274,reviewed,us,us
2019-07-01T01:13:14.953Z,58.4395,-153.6579,53.1,1.6,ml,,,,0.27,ak,ak0198d0hexz,2019-07-01T01:19:05.693Z,"97km NW of Kodiak Station, Alaska",earthquake,,3.2,,,automatic,ak,ak
2019-07-01T01:10:16.882Z,37.7745,-114.3126,0,1.6,ml,8,106.21,0.223,0.1943,nn,nn00688864,2019-07-01T20:42:13.107Z,"21km SE of Pioche, Nevada",earthquake,,0,0.63,4,reviewed,nn,nn
2019-07-01T01:07:13.820Z,39.634,-122.0108333,24.34,1.72,md,18,55,0.3073,0.17,nc,nc73204181,2019-07-02T05:16:03.351Z,"12km S of Hamilton City, CA",earthquake,0.53,0.94,0.169,18,reviewed,nc,nc
2019-07-01T01:05:38.930Z,19.5611,-65.3245,72,3.48,md,13,322,1.4642,0.5,pr,pr2019182002,2019-07-03T03:42:39.040Z,"124km NNE of Vieques, Puerto Rico",earthquake,4.92,14.06,0.3,12,reviewed,pr,pr
2019-07-01T01:04:21.029Z,38.2332,141.8562,47.21,4.5,mb,,130,0.917,1.23,us,us700047ud,2019-07-01T02:06:35.040Z,"52km ESE of Ishinomaki, Japan",earthquake,6.8,8.1,0.105,27,reviewed,us,us
2019-07-01T01:02:28.824Z,37.7787,-114.3135,2.3,1.6,ml,8,128.72,0.22,0.0637,nn,nn00688863,2019-07-01T20:48:26.392Z,"20km SE of Pioche, Nevada",earthquake,,3,0.66,4,reviewed,nn,nn
2019-07-01T00:59:25.170Z,19.0963,-65.607,103,3,md,6,316,0.9844,0.38,pr,pr2019182000,2019-07-01T07:06:54.694Z,"78km NNE of Vieques, Puerto Rico",earthquake,6.96,7.81,0.46,6,reviewed,pr,pr
2019-07-01T00:48:43.740Z,-31.5741,-68.1945,112.96,4.6,mb,,49,0.419,1.22,us,us700047u7,2019-07-01T02:24:27.411Z,"11km NE of Caucete, Argentina",earthquake,7.6,8.3,0.141,15,reviewed,us,us
2019-07-01T00:43:31.230Z,19.3391667,-155.1338333,6.36,2.63,ml,60,115,0.04614,0.11,hv,hv71017736,2019-07-02T03:01:30.040Z,"14km SE of Volcano, Hawaii",earthquake,0.3,0.36,0.142,34,reviewed,hv,hv
2019-07-01T00:43:02.042Z,52.4632,-167.7917,34.48,3.1,ml,,223,0.823,0.48,us,us7000482p,2019-07-01T21:53:35.040Z,"89km SE of Nikolski, Alaska",earthquake,3.5,9.9,0.085,18,reviewed,us,us
2019-07-01T00:37:36.635Z,41.2179,142.1197,47.31,5.1,mww,,39,0.906,0.96,us,us700047tx,2019-07-01T02:06:36.001Z,"76km E of Mutsu, Japan",earthquake,5.4,4.6,0.073,18,reviewed,us,us
2019-07-01T00:33:10.030Z,-21.5403,-68.5078,161.79,4.2,mb,,49,0.728,0.58,us,us700047tw,2019-07-01T00:46:25.040Z,"111km NNE of Calama, Chile",earthquake,6.6,6.7,0.187,8,reviewed,us,us
2019-07-01T00:17:08.495Z,61.3365,-146.8803,15.1,1.8,ml,,,,0.91,ak,ak0198czwtpr,2019-07-01T00:21:44.018Z,"36km NW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-01T00:05:10.810Z,36.1795,-120.273,2.28,1.66,md,15,155,0.2002,0.09,nc,nc73204146,2019-07-03T01:28:02.878Z,"9km ENE of Coalinga, CA",earthquake,0.58,0.8,0.258,9,reviewed,nc,nc
2019-07-01T00:03:42.053Z,37.7837,-114.3178,0,2.1,ml,10,63.63,0.214,0.131,nn,nn00688856,2019-07-03T20:55:33.938Z,"20km SE of Pioche, Nevada",earthquake,,2.2,0.38,3,reviewed,nn,nn
2019-07-01T00:00:36.284Z,56.2144,163.8954,10,4.4,mb,,79,4.417,0.69,us,us700047th,2019-07-01T00:31:57.040Z,"87km E of Ust'-Kamchatsk Staryy, Russia",earthquake,10.2,1.9,0.042,165,reviewed,us,us
2019-06-30T23:51:24.320Z,18.0845,-68.3713,99,3.21,md,10,234,0.9412,0.57,pr,pr2019181035,2019-07-01T21:59:17.040Z,"37km SSE of Boca de Yuma, Dominican Republic",earthquake,5.18,4.55,0.29,10,reviewed,pr,pr
2019-06-30T23:50:43.740Z,64.9972,-147.3231,5,1.5,ml,,,,0.67,ak,ak0198bq9lgg,2019-07-01T16:08:33.725Z,"24km NNE of Badger, Alaska",explosion,,0.4,,,automatic,ak,ak
2019-06-30T23:43:36.868Z,37.7874,-114.3137,3.1,4.2,ml,74,88.57,0.213,0.162,nn,nn00688850,2019-07-05T03:22:50.085Z,"19km SE of Pioche, Nevada",earthquake,,0.8,0.41,24,reviewed,nn,nn
2019-06-30T23:35:58.470Z,35.032,-117.6786667,-0.82,1.51,ml,30,58,0.09845,0.17,ci,ci38438295,2019-07-02T21:27:16.626Z,"4km NW of Boron, CA",quarry blast,0.34,31.61,0.124,10,reviewed,ci,ci
2019-06-30T23:34:53.459Z,14.3537,-92.8688,10,4.8,mwr,,117,1.149,0.81,us,us700047t5,2019-07-01T00:11:47.040Z,"63km SW of Puerto Madero, Mexico",earthquake,3.7,1.8,0.089,12,reviewed,us,us
2019-06-30T23:34:11.310Z,19.2643,-65.3176,72,2.72,md,6,328,1.2415,0.21,pr,pr2019181034,2019-07-01T22:01:57.040Z,"128km NNE of Vieques, Puerto Rico",earthquake,4.16,8.34,0.45,4,reviewed,pr,pr
2019-06-30T23:29:35.080Z,36.5141667,-117.9023333,6.79,1.85,ml,29,83,0.08784,0.16,ci,ci38438271,2019-07-02T21:50:09.637Z,"17km ESE of Lone Pine, CA",earthquake,0.22,0.54,0.19,19,reviewed,ci,ci
2019-06-30T23:27:50.640Z,17.9603,-66.1571,16,1.51,md,5,202,0.0505,0.05,pr,pr2019181033,2019-07-01T07:05:35.621Z,"1km ENE of Jobos, Puerto Rico",earthquake,0.68,0.65,0.3,4,reviewed,pr,pr
2019-06-30T23:18:11.034Z,-17.3357,-69.2821,167.21,4.4,mb,,88,0.315,1.21,us,us700047t1,2019-06-30T23:43:37.040Z,"81km E of Chuquitira, Peru",earthquake,8.8,7.3,0.07,59,reviewed,us,us
2019-06-30T23:11:58.699Z,69.4822,-144.2704,7.2,3.5,ml,,,,0.67,ak,ak0198bq19sf,2019-07-02T02:58:00.040Z,"76km SSW of Kaktovik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-06-30T22:55:20.640Z,40.645,-121.812,11.63,2.15,md,32,59,0.104,0.11,nc,nc73204106,2019-07-03T04:35:03.644Z,"18km NW of Viola, CA",earthquake,0.24,0.68,0.194,32,reviewed,nc,nc
2019-06-30T22:26:40.756Z,-31.304,-68.8226,112.36,4.2,mwr,,69,0.268,0.95,us,us700047sp,2019-06-30T22:55:45.743Z,"28km NNW of Zonda, Argentina",earthquake,6.6,1.9,0.083,14,reviewed,us,us
2019-06-30T21:59:14.870Z,40.5831667,-122.1635,16.97,1.57,md,8,115,0.07176,0.1,nc,nc73204101,2019-07-03T01:24:02.852Z,"4km NNE of Millville, CA",earthquake,0.78,1.39,0.091,11,reviewed,nc,nc
2019-06-30T21:50:47.740Z,19.3976669,-155.2651672,0.26,1.94,ml,19,82,0.0009968,0.17,hv,hv71017481,2019-06-30T21:56:28.170Z,"4km SW of Volcano, Hawaii",earthquake,0.24,0.34,0.33,12,automatic,hv,hv
2019-06-30T21:34:41.260Z,48.3786666666667,-122.264666666667,16.84,1.68,ml,14,81,,0.13,uw,uw61532292,2019-07-01T17:01:48.390Z,"3km SSW of Big Lake, Washington",earthquake,0.45,1.18,0.134736590051054,7,reviewed,uw,uw
2019-06-30T21:22:26.117Z,62.4394,-147.8015,38.7,2.4,ml,,,,0.53,ak,ak0198bowou1,2019-06-30T21:31:16.093Z,"90km NE of Sutton-Alpine, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-06-30T21:14:06.270Z,18.0351,-66.4873,15,1.63,md,6,164,0.1001,0.17,pr,pr2019181031,2019-06-30T23:34:24.642Z,"2km SE of Juana Diaz, Puerto Rico",earthquake,0.62,0.72,0.39,5,reviewed,pr,pr
2019-06-30T20:16:31.345Z,39.259,-106.8362,5,1.8,ml,,111,1.089,0.33,us,us700047rz,2019-07-04T11:35:52.040Z,"7km NNW of Aspen, Colorado",earthquake,1.8,1.9,0.066,30,reviewed,us,us
2019-06-30T20:15:11.450Z,39.6976667,-123.1348333,0.44,1.54,md,19,51,0.1999,0.1,nc,nc73204076,2019-07-02T04:48:02.190Z,"14km SE of Covelo, CA",earthquake,0.31,2.5,0.157,19,reviewed,nc,nc
2019-06-30T20:13:35.860Z,38.8887,-117.9467,2,1.7,ml,15,148.11,0.484,0.1841,nn,nn00688842,2019-07-02T22:46:13.842Z,"3km NW of Gabbs, Nevada",earthquake,,3.6,0.17,8,reviewed,nn,nn
2019-06-30T19:57:41.900Z,33.036,-116.4083333,13.29,1.61,ml,75,39,0.04822,0.2,ci,ci38438015,2019-07-02T21:26:40.261Z,"19km ESE of Julian, CA",earthquake,0.17,0.41,0.198,45,reviewed,ci,ci
2019-06-30T19:52:36.949Z,61.3216,-150.0057,33.5,1.7,ml,,,,0.9,ak,ak0198bnw9ym,2019-06-30T19:56:14.053Z,"12km NNW of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-30T19:16:03.190Z,33.036,-116.4048333,13.09,1.59,ml,70,39,0.04982,0.19,ci,ci38437975,2019-07-02T21:41:28.337Z,"19km ESE of Julian, CA",earthquake,0.16,0.42,0.226,25,reviewed,ci,ci
2019-06-30T18:57:26.835Z,59.6685,-158.9579,4.1,2.1,ml,,,,0.69,ak,ak0198bnbw5f,2019-06-30T19:05:23.125Z,"75km NNW of Dillingham, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-30T18:46:21.210Z,46.619,-119.8265,7.05,1.53,ml,22,86,,0.07,uw,uw61532272,2019-06-30T20:08:13.880Z,"9km SE of Desert Aire, Washington",earthquake,0.23,0.15,0.168512717107136,20,reviewed,uw,uw
2019-06-30T17:45:53.070Z,66.3442,-157.5814,15.7,3.2,ml,,,,0.9,ak,ak0198bmnxwi,2019-06-30T22:28:41.785Z,"70km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-30T17:19:09.881Z,61.3355,-146.8724,12.9,2,ml,,,,0.83,ak,ak0198bmia1a,2019-06-30T17:24:28.153Z,"36km NW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-30T17:13:15.500Z,47.4973333333333,-122.718333333333,19.21,1.54,ml,20,63,,0.22,uw,uw61532262,2019-06-30T20:15:55.930Z,"6km W of Bethel, Washington",earthquake,0.59,0.53,0.187321731916907,9,reviewed,uw,uw
2019-06-30T17:05:20.500Z,37.2768333,-121.6531667,6.09,1.56,md,44,68,0.02389,0.05,nc,nc73204021,2019-07-03T00:14:02.795Z,"16km N of Morgan Hill, CA",earthquake,0.13,0.15,0.228,39,reviewed,nc,nc
2019-06-30T16:39:31.695Z,60.8817,-146.8885,14.8,1.7,ml,,,,0.9,ak,ak0198bm16fl,2019-06-30T16:45:16.805Z,"40km SW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-30T16:38:25.424Z,66.3307,-157.4466,0,1.5,ml,,,,1.08,ak,ak0198bm0y8e,2019-06-30T16:45:16.333Z,"68km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-30T16:34:14.010Z,60.4227,-147.3751,14.7,1.9,ml,,,,1.06,ak,ak0198bm02hl,2019-06-30T16:45:15.954Z,"81km ESE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-30T16:10:52.700Z,60.3904,-147.7638,12.6,1.8,ml,,,,0.72,ak,ak0198blv0ae,2019-06-30T16:14:29.336Z,"66km SE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-30T16:00:19.110Z,19.1808333,-155.4843333,35.12,1.76,md,48,147,0.0686,0.1,hv,hv71017006,2019-07-05T20:30:32.790Z,"2km S of Pahala, Hawaii",earthquake,0.42,0.58,0.03,19,reviewed,hv,hv
2019-06-30T15:40:57.470Z,34.0645,-117.5016667,5.02,2.06,ml,97,26,0.02647,0.16,ci,ci38437735,2019-07-02T21:37:03.215Z,"5km SW of Fontana, CA",earthquake,0.11,0.21,0.213,24,reviewed,ci,ci
2019-06-30T15:38:07.947Z,69.6588,-144.0817,13.5,2.1,ml,,,,0.75,ak,ak0198blfha2,2019-06-30T15:42:42.809Z,"55km SSW of Kaktovik, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-30T15:35:26.489Z,61.2989,-152.4547,0.9,2.2,ml,,,,0.78,ak,ak0198blevjh,2019-07-02T18:04:29.460Z,"92km NW of Nikiski, Alaska",earthquake,,0.1,,,automatic,ak,ak
2019-06-30T15:30:23.953Z,15.2436,-60.8196,112.25,4.1,ml,,162,0.469,0.27,us,us700047sf,2019-06-30T21:41:45.351Z,"47km ESE of La Plaine, Dominica",earthquake,7.3,8.2,0.071,26,reviewed,us,us
2019-06-30T15:28:01.230Z,18.0286,-66.4848,15,1.74,md,5,165,0.1051,0.11,pr,pr2019181027,2019-06-30T19:36:47.236Z,"2km WSW of Rio Canas Abajo, Puerto Rico",earthquake,0.49,0.6,0.28,5,reviewed,pr,pr
2019-06-30T15:25:09.850Z,18.6468,-64.7911,37,3.01,md,15,336,1.172,0.76,pr,pr2019181026,2019-06-30T19:36:06.564Z,"31km NW of Road Town, British Virgin Islands",earthquake,5.6,28.9,0.42,12,reviewed,pr,pr
2019-06-30T15:00:10.483Z,69.6802,-145.0685,0,2.7,ml,,,,1.09,ak,ak0198bl7cax,2019-06-30T15:22:07.040Z,"86km SW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-06-30T14:53:43.473Z,59.8829,-153.2958,126.6,1.9,ml,,,,0.45,ak,ak0198bkxc5o,2019-06-30T14:59:22.034Z,"73km SSW of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-30T14:53:25.680Z,19.4521,-65.2938,69,2.89,md,12,319,1.3894,0.65,pr,pr2019181025,2019-06-30T17:20:27.040Z,"136km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,8.36,22.2,0.32,9,reviewed,pr,pr
2019-06-30T14:21:39.346Z,51.4384,-176.9797,56.63,4.7,mb,,184,0.428,0.76,us,us700047pz,2019-06-30T22:44:55.143Z,"53km SSW of Adak, Alaska",earthquake,8.1,8.1,0.028,381,reviewed,us,us
2019-06-30T14:18:17.269Z,61.5909,-150.8244,64.9,1.7,ml,,,,0.54,ak,ak0198bkps2i,2019-06-30T14:23:23.397Z,"45km WSW of Willow, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-30T14:03:58.210Z,19.2031667,-155.3386667,43.45,1.95,md,59,168,0.06525,0.12,hv,hv71016866,2019-07-05T20:08:09.350Z,"14km E of Pahala, Hawaii",earthquake,0.39,0.43,0.118,27,reviewed,hv,hv
2019-06-30T13:44:08.720Z,65.4801,-149.7871,13.7,2.4,ml,,,,0.59,ak,ak0198bk9we8,2019-06-30T14:10:01.040Z,"66km NE of Manley Hot Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-30T13:41:48.568Z,67.3793,-153.7937,0,1.9,ml,,,,1.28,ak,ak0198bk9cbi,2019-06-30T13:47:43.512Z,"105km NNW of New Allakaket, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-30T12:30:04.970Z,34.0505,-117.5111667,5.08,1.55,ml,74,30,0.03432,0.16,ci,ci38437503,2019-07-02T21:55:18.954Z,"5km NNW of Glen Avon, CA",earthquake,0.13,0.22,0.135,25,reviewed,ci,ci
2019-06-30T12:28:31.499Z,61.5024,-149.7656,51.4,3.1,ml,,,,0.54,ak,ak0198bjl32p,2019-07-01T12:30:37.842Z,"9km W of Knik-Fairview, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-06-30T12:15:07.609Z,66.2795,-157.4676,0,1.5,ml,,,,0.55,ak,ak0198bji8yw,2019-06-30T12:23:04.472Z,"74km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-30T11:46:08.822Z,60.0155,-139.5223,5.4,1.8,ml,,,,0.64,ak,ak0198bj3gmo,2019-06-30T22:33:41.604Z,"53km NNE of Yakutat, Alaska",ice quake,,0.5,,,automatic,ak,ak
2019-06-30T11:32:40.340Z,37.5086667,-118.777,4.88,1.76,md,28,115,0.06377,0.05,nc,nc73203951,2019-07-02T20:33:03.720Z,"10km SW of Toms Place, CA",earthquake,0.27,0.81,0.349,26,reviewed,nc,nc
2019-06-30T10:49:44.213Z,59.4809,-137.6791,0.7,1.7,ml,,,,1.01,ak,ak0198biiqxh,2019-06-30T10:52:45.628Z,"116km E of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-30T10:35:41.576Z,61.4688,-149.923,30.1,2,ml,,,,0.38,ak,ak0198bifqpp,2019-06-30T10:39:42.040Z,"6km SSE of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-30T10:32:55.999Z,46.8839,-112.5508,11.08,2.7,ml,,103,0.101,0.85,us,us700047nc,2019-06-30T23:13:45.234Z,"12km SE of Lincoln, Montana",earthquake,2.3,5.7,0.091,16,reviewed,us,us
2019-06-30T10:08:03.724Z,59.589,-139.7428,30.5,1.8,ml,,,,1.15,ak,ak0198bi9vfl,2019-06-30T22:33:41.181Z,"4km N of Yakutat, Alaska",ice quake,,0.4,,,automatic,ak,ak
2019-06-30T09:47:51.810Z,19.7995,-65.2645,58,3.34,md,8,331,1.7007,0.32,pr,pr2019181024,2019-07-04T06:20:08.040Z,"169km NNE of Vieques, Puerto Rico",earthquake,4.86,20.69,0.3,7,reviewed,pr,pr
2019-06-30T09:43:51.436Z,59.9975,-139.5222,0,1.6,ml,,,,0.95,ak,ak0198bhw1l3,2019-06-30T22:33:40.747Z,"51km NNE of Yakutat, Alaska",ice quake,,0.3,,,automatic,ak,ak
2019-06-30T09:20:21.350Z,36.274,-98.759,7.98,1.65,ml,27,87,0.04679081805,0.12,ok,ok2019mrpa,2019-07-01T22:11:32.645Z,"25km W of Fairview, Oklahoma",earthquake,,0.3,0.27,4,reviewed,ok,ok
2019-06-30T08:56:27.111Z,-5.547,147.1882,194.05,4.6,mb,,35,3.485,0.84,us,us700047mp,2019-06-30T09:16:21.040Z,"131km N of Lae, Papua New Guinea",earthquake,8.5,7.1,0.039,196,reviewed,us,us
2019-06-30T08:55:59.690Z,37.0918333,-97.5241667,4.52,1.89,ml,8,213,0.0871,0.04,ismpkansas,ismpkansas70261038,2019-07-01T21:25:40.320Z,"9km NE of Caldwell, Kansas",earthquake,0.44,1.12,0.196,9,reviewed,ismp,ismp
2019-06-30T08:55:39.360Z,19.5423,-65.2706,49,2.73,md,8,330,1.4771,0.37,pr,pr2019181023,2019-06-30T14:44:34.677Z,"137km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.59,22.33,0.2,6,reviewed,pr,pr
2019-06-30T08:54:21.900Z,19.068,-67.8078,33,3.02,md,9,331,0.9196,0.35,pr,pr2019181022,2019-06-30T14:43:43.850Z,"82km NE of Punta Cana, Dominican Republic",earthquake,2.91,21.55,0.03,9,reviewed,pr,pr
2019-06-30T08:51:45.008Z,62.0814,-149.2964,31.7,1.5,ml,,,,1.06,ak,ak0198bhcb7n,2019-06-30T08:56:09.350Z,"30km ESE of Y, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-30T08:41:20.502Z,61.0141,-148.4133,12.7,1.7,ml,,,,0.63,ak,ak0198bha45t,2019-06-30T22:19:16.949Z,"30km NNE of Whittier, Alaska",ice quake,,0.2,,,automatic,ak,ak
2019-06-30T08:37:31.870Z,45.0635,-113.536,3.93,1.52,ml,16,70,0.542,0.19,mb,mb80350234,2019-06-30T13:43:57.760Z,"30km ESE of Salmon, Idaho",earthquake,0.72,2.51,0.143,9,reviewed,mb,mb
2019-06-30T08:12:38.193Z,61.3529,-150.0393,38,2,ml,,,,0.57,ak,ak0198bh3xqg,2019-06-30T09:03:42.569Z,"16km NNW of Anchorage, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-06-30T08:09:38.140Z,17.9315,-65.4921,6,2.36,md,8,330,0.4143,0.28,pr,pr2019181021,2019-06-30T14:43:10.661Z,"18km S of Esperanza, Puerto Rico",earthquake,2.74,3.23,0.52,7,reviewed,pr,pr
2019-06-30T08:04:02.161Z,61.4727,-149.9107,32.6,1.5,ml,,,,0.89,ak,ak0198bh2594,2019-06-30T08:07:27.714Z,"5km SSE of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2019-06-30T08:00:03.090Z,19.472,-65.633,35,2.37,md,9,321,1.2472,0.32,pr,pr2019181020,2019-06-30T14:42:37.757Z,"117km N of Vieques, Puerto Rico",earthquake,2.83,21.7,0.11,6,reviewed,pr,pr
2019-06-30T07:57:40.432Z,66.2315,-157.1937,0,1.7,ml,,,,0.76,ak,ak0198bgs5jp,2019-06-30T08:02:46.418Z,"76km S of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-30T07:43:48.106Z,63.2362,-151.2368,2.3,1.6,ml,,,,0.62,ak,ak0198bgp647,2019-06-30T07:48:53.255Z,"115km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-30T07:41:05.864Z,-17.2051,-69.5241,168.03,4.3,mb,,91,0.384,0.8,us,us700047m2,2019-06-30T08:46:11.040Z,"56km E of Chuquitira, Peru",earthquake,7.1,3.9,0.108,24,reviewed,us,us
2019-06-30T07:20:29.230Z,19.4406,-65.4928,83,2.41,md,5,327,1.2765,0.2,pr,pr2019181019,2019-06-30T14:42:13.181Z,"117km NNE of Vieques, Puerto Rico",earthquake,4.37,7.87,0.1,5,reviewed,pr,pr
2019-06-30T07:14:10.304Z,-18.0079,-178.5919,641.95,4.2,mb,,74,3.206,0.81,us,us700047lv,2019-06-30T11:31:24.040Z,"278km SE of Lambasa, Fiji",earthquake,15.7,9.9,0.074,51,reviewed,us,us
2019-06-30T07:08:35.256Z,59.8244,-136.7745,2.8,1.6,ml,,,,0.65,ak,ak0198bghn2d,2019-06-30T07:12:45.115Z,"91km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-30T06:57:36.190Z,34.065,-117.5008333,4.57,1.65,ml,82,30,0.02663,0.16,ci,ci38437335,2019-07-02T21:59:46.103Z,"5km SW of Fontana, CA",earthquake,0.13,0.23,0.2,23,reviewed,ci,ci
2019-06-30T06:53:46.824Z,43.3234,142.2935,166.22,4.5,mb,,99,0.824,0.7,us,us700047ln,2019-06-30T07:15:14.040Z,"7km WSW of Shimo-furano, Japan",earthquake,7.1,5.8,0.036,221,reviewed,us,us
2019-06-30T06:49:12.000Z,36.70266667,-97.6645,7,1.76,ml,90,51,0.2159576217,0.21,ok,ok2019mrkb,2019-07-01T21:01:35.221Z,"13km SSE of Medford, Oklahoma",earthquake,,0.5,0.22,12,reviewed,ok,ok
2019-06-30T06:37:54.020Z,18.436,-68.8531,113,4.5,ml,22,168,0.9172,0.77,pr,pr2019181008,2019-06-30T07:50:36.499Z,"16km SW of Salvaleon de Higuey, Dominican Republic",earthquake,4.11,3.37,0.33,19,reviewed,pr,pr
2019-06-30T06:26:56.650Z,17.9045,-65.467,5,1.97,md,5,331,0.4497,0.07,pr,pr2019181018,2019-06-30T10:12:28.838Z,"21km S of Esperanza, Puerto Rico",earthquake,1.72,2.23,0.28,3,reviewed,pr,pr
2019-06-30T06:26:52.880Z,19.4181667,-155.2796667,0.23,1.99,ml,24,58,0.004211,0.09,hv,hv71016501,2019-07-03T01:33:21.420Z,"4km WSW of Volcano, Hawaii",earthquake,0.11,0.11,0.124,11,reviewed,hv,hv
2019-06-30T06:20:38.980Z,39.4501667,-123.2811667,-0.5,1.86,md,22,77,0.04748,0.13,nc,nc73203896,2019-07-02T03:38:02.772Z,"8km NE of Willits, CA",earthquake,0.24,0.54,0.185,21,reviewed,nc,nc
2019-06-30T05:50:59.692Z,-31.5352,-71.5026,41.06,4.5,mb,,146,0.542,0.34,us,us700047l0,2019-06-30T10:36:35.217Z,"33km WNW of Illapel, Chile",earthquake,5.1,6.1,0.091,36,reviewed,us,us
2019-06-30T05:25:01.008Z,61.5012,-146.5119,26.7,1.5,ml,,,,0.77,ak,ak0192b69zf5w,2019-06-30T05:30:01.929Z,"42km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-30T05:10:24.420Z,19.719,-65.312,71,2.92,md,5,333,1.6657,0.17,pr,pr2019181017,2019-06-30T10:28:04.040Z,"163km NNE of Vieques, Puerto Rico",earthquake,3.86,13,0.39,4,reviewed,pr,pr
2019-06-30T05:00:55.920Z,19.4260006,-155.2749939,0.17,1.86,ml,20,81,0.002737,0.11,hv,hv71016426,2019-06-30T05:06:53.750Z,"3km W of Volcano, Hawaii",earthquake,0.17,0.15,0.31,8,automatic,hv,hv
